formula,Tc
Hg0.5Fe0.5Sr2Y0.8Ca0.2Cu2O6.72,11
La1.5Ba1Ca0.5Cu3O6.801,11
La1.91Sr0.09Cu1O4,11
La1.8Sr0.2Cu1O4,11
La1.82Sr0.18Cu0.995Zn0.005O4,11
La1.78Sr0.22Cu1O4,11
La1.84Sr0.16Cu0.99Co0.01O4,11
La2Cu1O4.08,11
Bi2Sr1.7La0.3Cu1O6,11
La1.8Sr0.2Cu1O4,11
Y1Ba2Cu2.94Zn0.06O6.63,11
La1.85Sr0.15Cu0.995Zn0.005O4,11
La1.65Ca0.15Nd0.2Cu1O4,11
La1.8Ca0.2Cu1O4,11
La1.776Nd0.074Sr0.014Ba0.136Cu1O4.03,11
La1.85Sr0.06Ca0.05Ba0.04Cu1O3.99,11
Eu1Ba1.3Pr0.3Sr0.4Cu3O7,11
Ru1Sr2Gd1Cu2O8,11
Sr2Ho1Ru0.9Cu0.1O6,11
La1.84Sr0.16Cu0.99Fe0.01O4,11
Ru1Sr1.98La0.02Gd1Cu2O8,11
La1.7Gd1.3Ca1Ba2.2Sr0.8Cu6.44In0.56O16.6,11
Sr0.9La0.1Cu0.99Ni0.01O2,11
Eu1.2Ce0.8Sr2Ru1Cu2O10,11
Ru0.9Sr2Y1Cu2.1O7.9,11
Ru1Sr2Eu1Cu2O8,11
Ru0.95Sn0.05Sr2Gd1Cu2O8,11
Ca2Cu1Cl2.2O2,11
Ru0.5Nb0.5Sr2Gd1.4Ce0.6Cu2O9.64,11
Mg1B0.9C0.1,11
Ca1.85Cu1Cl2O2,11
La1.73Sr0.27Cu0.94Ti0.06O4,11
La1.69Sr0.31Cu0.92Ti0.08O4,11
La1.83Sr0.17Cu0.99Ru0.01O4,11
La1.81Sr0.19Cu0.98Ru0.02O4,11
Mg0.97Fe0.03B2,11
C60Rb3,11
C60Rb3,11
C60Rb3,11
Mg0.95Mn0.05B2,11
C60Rb3,11
C60Rb3,11
C60Rb3,11
C60Rb3,11
Mg1B1.96F0.04,11
Mg1B1.75C0.25,11
Mg1B1.9C0.1,11
Mg0.88Sc0.12B2,11
Bi0.5La1Y0.5Sr1Cu2O6.04,11
La1.85Sr0.15Cu0.99Ni0.01O4,11
Ba0.72K0.28Fe2As2,11
Ba1Fe2As1.34P0.66,11
La1.85Sr0.15Cu0.991Ni0.009O4,11
Eu1Fe2As2,10.99
Cs0.86Fe1.66Se2,10.96
Eu0.48K0.52Fe2As2,10.96
Ca10Pt4.2Fe9.8As18,10.96
Ba1Fe2As1.3P0.7,10.96
Ba1Fe2As1.34P0.66,10.95
Sr2V0.9Mg0.1Fe1As1O3,10.92
Ba1Fe2As1.34P0.66,10.92
Ba1Fe2As1.44P0.56,10.9
Th1As1Fe1N1,10.9
Th1Fe1As1N1,10.9
Rb1Ca2Fe4As4F2,10.9
Fe1Sr2Y1Cu2O7.57,10.9
Fe1U6,10.9
Tm1Ni1.84Fe0.16B2C1,10.9
Na0.75Co0.998Ga0.003H2.6O3.3,10.9
Al0.25La0.75,10.9
C2Y1,10.9
Th1Ru3Si2,10.9
Th1Ru3.5Si2,10.9
Zr1P1.6Se0.4,10.9
Bi2Pd1Pt1,10.9
Rh0.25Zr0.75,10.9
Bi3.85Co0.15S3O4,10.9
Nb0.334Ta0.172Rh0.494,10.9
Bi2Ir1,10.9
S2Ta1,10.9
Sb0.06Sn0.94,10.9
Pr1Fe1P1O1,10.9
La0.984Lu0.014Tb0.003,10.9
Bi3.85Co0.15S3O4,10.9
Fe1U6,10.9
Cu0.08Ti2Se2,10.9
C1,10.9
Co0.03In0.97,10.9
Cr0.72Os0.28,10.9
C2Y1,10.88
C2Y1,10.87
Lu5Rh4Si10,10.84
Eu0.003La0.997,10.8
Bi3Ni1,10.8
La1F0.5Bi1Se2O0.5,10.8
Pd0.02Ta1S2,10.8
Na0.75Co0.995Ir0.005H2.6O3.3,10.8
La0.25Th0.75Sn3,10.8
Mo0.99Mn0.01Ga4,10.8
La0.98Nd0.02,10.8
Bi0.055Sn0.945,10.8
Bi3.99Cu0.01S3O4,10.8
Ce0.4Nd0.6F0.5Bi1S2O0.5,10.8
K1Fe2As2,10.8
Ce0.4Nd0.6F0.5Bi1S2O0.5,10.8
Ga0.05Sn0.95,10.8
Nb0.434Ta0.223Ir0.343,10.8
Au0.166La0.834,10.8
Ba1Pb0.65Bi0.35O3,10.8
Sc3.5Dy1.5Ir4Si10,10.8
Ir5Th1,10.8
Bi0.05Sn0.95,10.8
Bi1,10.8
Bi3.99Cu0.01S3O4,10.8
Ce0.4Nd0.6Bi1S2F0.5O0.5,10.8
Y1Lu4Rh6Sn18,10.8
La1.925Ce0.075Cu1O4,10.8
La2.4Se4Y0.6,10.8
La2.574Pr0.426Tl1,10.8
Al1Ce0.01La3,10.8
Ca1Fe0.8Ni0.2As1F1,10.8
Pb0.252Sn0.588In0.16Te1,10.8
Ba2Bi2Sb1,10.8
La1Ni1B1N1,10.8
Na0.29Co1H2.6O3.3,10.8
Lu5Rh4Si10,10.8
Ba8Si31Ge15,10.8
Lu5Ir4Si10,10.8
Sm1.88Ce0.12Cu1O4,10.8
Ce0.15Ru0.85,10.8
Lu5Ir4Si10,10.8
Lu5Ir4Si10,10.8
Cu0.07Ti1Se2,10.8
H0.1Ta1S2,10.8
Ru0.100Zr0.900,10.8
Cr0.008Cu1Rh1.992S4,10.79
Co0.1Zr0.9,10.75
Co1Zr3,10.75
Fe0.05Ni0.05Zr0.9,10.74
Fe0.05Rh0.04Ti0.91,10.7
Fe1U6,10.7
S1.2Se0.8Ta1,10.7
S0.8Se1.2Ta1,10.7
Te1,10.7
Co0.1Zr0.9,10.7
Fe0.05Ni0.05Zr0.9,10.7
In0.94Pb0.06,10.7
La0.5Th0.5Ni2B2C1,10.7
Al0.24Nb0.76,10.7
La1Pt1Si1,10.7
C0.72W0.28Si1,10.7
Ge1Nb3,10.7
Eu0.75Sn0.25Mo6S7.2Se0.8,10.7
In1V6S8,10.7
Ba2Sn3Sb6,10.7
Sr1Sn3Sb4,10.7
Rb0.23W1O3,10.7
Lu4.5Y0.5Ir4Si10,10.7
La1Ru1.5Sn4.5,10.7
Y3Os4Ge13,10.7
Ba1Ga1Si1,10.7
Mg1C1Ni3,10.67
K0.18W1O3,10.66
Y3Os4Ge13,10.66
La3Ru4Ge13,10.65
Li2Pd1.5Pt1.5B1,10.65
Cu0.7Ti1Se2,10.64
Lu5Ir4Si10,10.6
Ba1Fe1.952Ni0.048As2,10.6
Cu0.1Ti1Se2,10.6
Sn0.8In0.2Te0.85Se0.15,10.6
Pb1Ta1Se2,10.6
K1Fe2As2,10.6
Bi1,10.6
Ta1Ir2Ge2,10.6
La1F0.3Bi1S1Se1O0.7,10.6
La1F0.4Bi1S1Se1O0.6,10.6
La1F0.5Bi1S1Se1O0.5,10.6
Ge2Y1,10.6
Zr0.8Lu0.2B12,10.6
Zr1P1.54S0.46,10.6
Nb0.99Ni0.01B2,10.6
Bi1.75Sb0.25Te2Se1,10.6
Bi1.75Sb0.25Te2Se1,10.6
Na0.044Pd1Bi2,10.6
Li1Nb1O2,10.6
Cr0.026V0.974,10.6
H0.63Nb0.87Pd0.17,10.6
Sb0.08Sn0.92,10.6
Zr1Ru1P1,10.6
Pd0.05Ta1S2,10.6
Ga0.04Sn0.96,10.6
C2Y1,10.6
Lu5Ir4Si10,10.6
Fe1U6,10.6
W0.054Zr0.946,10.6
Nb0.85V0.15N0.92,10.6
Bi0.045Sn0.955,10.6
Ba0.96K0.04Ti2Sb2O1,10.6
Sn0.588Pb0.252In0.16Te1,10.591
Pd2Y0.9Er0.1Sn1,10.58
Sn0.56Pb0.24In0.2Te1,10.58
Cr0.72Os0.28,10.58
Bi0.019In0.981,10.56
Bi0.019In0.981,10.56
Hg5Tl2,10.56
C1.95Y1,10.56
Fe1U6,10.53
Bi0.04Sn0.96,10.52
W0.474O0.106C0.42,10.5
C1Tc1,10.5
Pd1Te1,10.5
C1Tc1,10.5
C1Tc1,10.5
C2Y1,10.5
Y2Br1Cl1C2,10.5
Cu0.05V0.95,10.5
Tc0.2W0.8,10.5
Bi0.02Sn0.98,10.5
Bi3Ni1,10.5
Ba1Pd2As2,10.5
Ba1Pd2As2,10.5
Ba1Pd2As2,10.5
Ba1Pd2As2,10.5
Bi0.02In0.98,10.5
Ta1S1.6Se0.4,10.5
Ru0.100Zr0.900,10.5
C2Y1,10.5
Nb1S0.899,10.5
Ba1Pb0.55Hg0.2Bi0.25O3,10.5
Dy1Rh2.4Ir1.6B4,10.5
Nd1Fe1P1O1,10.5
Ce0.52Th0.48Ir3,10.5
Al0.27La0.73,10.5
Ir0.25W0.75,10.5
Ni0.011V0.989,10.5
Zr1Ru1P1,10.5
Zr1Ru1P1,10.5
Pd0.15Ti0.85,10.5
Th1Ir0.75Si1.25,10.5
Pb0.696Sn0.464Ti2Se5.16,10.5
Hg1In1,10.5
O1Sn1,10.5
Os0.34W0.66,10.5
Os0.34W0.66,10.5
Hg0.5In0.5,10.5
Ca1Fe0.95Rh0.05As1F1,10.5
Sn1,10.5
Sn1,10.5
Y2.5Dy2.5Os4Ge10,10.5
Pd2Y0.7Er0.3Sn1,10.5
K0.33Ta1S2,10.5
Cs0.33Ta1S2,10.5
Co0.496Th0.504,10.5
Bi1Sn1,10.5
C2Mo1Re1,10.5
C2Re1W1,10.5
Co0.02Cu0.98Rh2Si4,10.5
Dy0.01La0.99,10.5
Ge2Y1,10.5
Nb0.5Re0.5,10.5
Pb0.35Tl0.65,10.5
Sb0.4Sn0.6,10.475
Sn1V3,10.45
Dy1Ni2B2C1,10.45
Lu1Ni1.83Co0.34B2C1,10.44
Fe1U6,10.43
Lu5Ir4Si10,10.42
Cu1Co2S4,10.4
V3Ga0.1Sn0.9,10.4
Co0.15Ti0.85,10.4
Rh0.04Zr0.96,10.4
Re2Si1,10.4
Ge2Y1,10.4
C1,10.4
La1Rh2Si2,10.4
K1Fe2As2,10.4
Pd2Hf1Al1,10.4
Cu0.12Bi2Se3,10.4
Mg10Ir19B16,10.4
La1Ni1As1F0.1O0.9,10.4
Cu0.05Zr1Te3,10.4
Bi1Pd1,10.4
Lu2Ir2.91Rh0.09Si5,10.4
K1Fe2As2,10.4
Li2Ir1Si3,10.4
Sn0.8In0.2Te0.8Se0.2,10.4
Ta5Ge1B2,10.4
Pb1Ta1Se2,10.35
Ba1Pt2As2,10.35
As1Sn1,10.34
Sn1As0.99Se0.01,10.33
As1Sn1,10.33
Sn1As0.99Se0.01,10.3
La1F2Bi1S1Se1O0.8,10.3
Bi1Pd1,10.3
Pd1Bi1.8Pb0.2,10.3
Nb1Se2,10.3
La0.698Au0.098Cu0.203,10.3
Ru0.073Zr0.927,10.3
Eu0.01La0.99,10.3
Cu0.03Ta1S2,10.3
Sm1Fe0.8Co0.2As1O1,10.3
Pb1Ta1Se2,10.3
La1F0.5Bi1S1Se1O0.5,10.3
Ru0.165Zr0.835,10.3
Co0.292Zr0.708,10.3
Nb3S4,10.3
La1Bi1S1Se1F0.5O0.5,10.3
Ni0.280Zr0.720,10.3
Bi3Sn1,10.3
Lu5Ir4Si10,10.3
In0.95Pb0.05,10.3
Sn1,10.3
Lu1.9Dy0.1Fe3Si5,10.3
La1F0.4Bi1S0.899Se1.101O0.6,10.3
La1F0.4Bi1S0.863Se1.137O0.6,10.3
In0.075Sn0.925,10.3
Ru0.260Zr0.740,10.3
Nb0.48Rh0.52,10.3
Nb0.86Rh1.04,10.3
Sb0.01V0.99,10.3
Lu5Ir4Si10,10.3
Zr0.127Ti0.043Cu0.029Ni0.042Be0.758,10.3
La0.936Gd0.064Sn3,10.3
Ta0.1Zr0.9,10.3
Sb0.01V0.99,10.3
Sb0.04Sn0.96,10.27
Zr1Ru1P1,10.27
Ir0.58Rh0.37Te2,10.26
La1Ni1As1H0.08O0.92,10.25
La1F0.4Bi1S0.906Se1.094O0.6,10.25
La1F0.4Bi1S0.872Se1.128O0.6,10.25
Pb0.01Sn0.99,10.25
C2Y1,10.25
Cr0.05Rh0.04Ti0.91,10.23
Sb0.05Sn0.95,10.2
La3Te4,10.2
Cu0.15In0.85,10.2
Pb1Tl2,10.2
La3Ru4Sn13,10.2
Y3Lu2Rh6Sn18,10.2
K1Cr3As3,10.2
Sn1,10.2
Sn1,10.2
Sn0.930In0.036Sb0.034,10.2
Sn1,10.2
La6Zn1Sb15,10.2
Lu5Ir4Si9C1,10.2
Dy0.01La0.99,10.2
Pd0.14Ti0.86,10.2
Sr1Fe1.88Ni0.12As2,10.2
Sn1,10.2
Sn1,10.2
Pd2Y0.8Er0.2Sn1,10.2
Pd2Y0.75Tm0.25Sn1,10.2
Ru0.203Zr0.797,10.2
Nb0.625Pt0.375,10.2
Nb5Pt3,10.2
Ca1Al0.5Ga0.5Si1,10.2
Sn1,10.2
Hg0.9In0.1,10.2
Th1Ir0.6Os1.4,10.2
Nb5Pt3,10.2
Fe1Se0.6S0.4,10.2
Pd0.06Ta1S2,10.2
Ga0.01Sn0.99,10.2
Ga0.02Sn0.98,10.2
Bi0.015In0.985,10.2
Sn0.91Zn0.09,10.2
Sn1,10.2
Mg1C1Ni2.95Fe0.05,10.2
Rh0.181Zr0.819,10.2
Li2B1Pd1.5Pt1.5,10.16
Sn1,10.16
Bi1Sn1,10.16
Lu5Ir4Si10,10.14
La0.92Lu0.08,10.1
Au0.2La0.8,10.1
Nb1Se3,10.1
La0.99Nd0.01Pt1Si1,10.1
Sn1,10.1
Hf1P1.7S0.3,10.1
La1.85Sr0.15Cu0.979Al0.021O4,10.1
Na0.31Co1H2.6O3.3,10.1
Na0.3Pb1Ta2S5,10.1
Ba4Ca4Si46,10.1
Na0.31Co1H2.6O3.3,10.1
Ta1S1.2Se0.8,10.1
Na0.35Co1H1.3O3.3,10.1
Ni0.569Th0.431,10.1
Ce0.013La0.987,10.1
Na0.4H3.6Pb1.14S5.14Ta2O1.8,10.1
Fe1U6,10.1
Bi3Mo1,10.1
Cd1Mo5S6,10.1
Cr1Ti3,10.1
Gd0.005La0.995,10.1
Li0.4Mo1S2,10.1
Pd0.05Rh0.04Ti0.91,10.1
S1Se1Ta1,10.1
Sn0.25Ta0.5V0.25,10.1
Bi2Pd3,10.1
Bi1Pd1,10.1
V1Ta2Sn1,10.1
Pt1Pd1,10.1
Bi0.4Pd0.6,10.1
C1Ga1Mo2,10.1
Sn1Ta2V1,10.1
Y0.91Th0.09C2,10.1
Ho1Ni1.98Co0.04B2C1,10.1
Mo5Ru1Se8,10.05
Y2Br0.75Cl1.25C2,10.05
Er0.8Tb0.2Ni2B2C1,10.04
Ge1La3,10.02
Mo1.75Ru1.25B2,10.02
La0.9Sr0.1Ni1As1O1,10.01
Mg10Ir19B16,10
K1Fe2As2,10
Li1Cu2P2,10
La1Ru2P2,10
Bi4S2.91Se0.09O4,10
Tl1Ni2Se2,10
In0.328Sb0.672,10
Li2Ir1Si3,10
Eu1Pt1Si3,10
Pr1Bi1S2F0.5O0.5,10
La1Bi1S1.2Se0.8F0.5O0.5,10
Tl1Ni2Se2,10
Sn0.8In0.2Te0.9Se0.1,10
Sn0.8In0.2Te0.75Se0.25,10
Pb1Ta1Se2,10
Ir1Sn4,10
Tl1Ni2Se2,10
La1Bi1S2F0.5O0.5,10
Ru0.55Rh0.45P1,10
Al0.152Sn0.848,10
Bi0.54Cd0.2Sn0.26,10
In0.955Pb0.045,10
In0.012Sn0.988,10
Sr1Fe2As1P1,10
Eu0.5La0.5F1Bi1S1Se1,10
Tl1Ni2Se2,10
La1F0.5Bi1S1.2Se0.8O0.5,10
In0.96Pb0.04,10
Ca1Tl0.75Pb2.25,10
La2.55Pr0.45Tl1,10
Zr0.9Mo0.1,10
La1Ni1As1H0.17O0.83,10
Sn0.7In0.3Te1,10
Al0.152Sn0.848,10
Rh0.219Zr0.781,10
Sr1Ga0.75Si1.25,10
In0.82Mg0.18,10
Fe0.101Ti0.899,10
Pd0.1Ti0.9,10
Ce0.4Nd0.6Bi1S2F0.7O0.3,10
Bi0.93Sb0.07,10
Sn0.992In0.004Sb0.004,10
Sn1,10
Rh0.209Zr0.791,10
Er0.4Y0.6Pd2Sn1,10
Ir0.8Y0.2,10
Cr0.026V0.974,10
Hf1Pd2Al1,10
In0.046Sn0.954,10
La1.9Sr0.1Cu0.975Ni0.025O4,10
La1.9Sr0.1Cu0.97Ni0.03O4,10
Pd2Y0.5Tm0.5Sn1,10
Zr0.640Ti0.064Ni0.295,10
Ag0.035Cd0.01Sn0.955,10
Au1Th2,10
Cd0.18Sn0.72,10
Cd1Sn1,10
Nb3S4,10
Rh0.037Zr0.925,10
Sn1V3,10
La0.96Sr0.04Fe1As1O1,10
In0.062Sn0.938,10
Sb0.011Sn0.989,10
B2Nb0.9,10
In0.961Pb0.039,10
Pb1Mo6S4Se5,10
W0.014Zr0.986,10
In0.25Tl0.75,10
La1Ni1As1F0.06O0.94,10
Lu0.07Zr0.93B12,10
Zr1Pd1S1,10
Ce0.01La0.99,10
La0.6Th0.4Ir3,10
In0.031Sn0.969,10
In0.05Sn0.95,10
In0.017Sn0.983,10
Pt1V3,10
Pt1V3,10
H0.04Ta0.96,10
Cu1Co1.99Cr0.01S4,10
Ti0.63V0.27Al0.1,10
Cu0.064Ti1Se2,10
Pr0.915Ce0.085Pt4Ge12,10
La0.95Ce0.05Ru2,10
In0.966Mg0.034,10
Ta2S2C2,10
Th1Ir1Os1,10
Eu0.5Ce0.5F1Bi1S1.2Se0.8,10
La0.3Th0.7Ru2,10
Au2Pb1,10
Na0.32Co1H2.6O3.3,9.99
Bi1K1,9.99
Bi3Ni1,9.99
Ca0.2Mo1S2,9.97
Sn3Yb1,9.97
Ce0.147Ru0.853,9.97
In1Sb1,9.97
Au0.5Ge0.5,9.97
B5Hf0.2Nb1.8,9.96
Bi1K1,9.96
Cr0.011Ti0.967V0.022,9.96
K0.3O3Re1,9.96
Sr1,9.96
In0.95Pb0.05,9.96
Lu3Os4Ge13,9.95
Rb0.1W1O2.9F0.1,9.95
Rh0.027Zr0.973,9.95
Y1B2C2,9.94
Ta1V2,9.93
La1Sn2,9.93
La0.98Nd0.02,9.92
Lu3Os4Ge13,9.92
Mo2Ir1B2,9.9
B2.2Nb1,9.9
Pr1Fe1P1O1,9.9
Ca1Ir1Si3,9.9
K0.3Re1O3,9.9
Ni2P2Sr4Sc2O6,9.9
Y2Fe1C4,9.9
Ru0.55Rh0.45P1,9.9
Lu2Ir3Si4Ge1,9.9
K1Fe2As2,9.9
Pb0.352Sn0.528In0.12Te1,9.9
Zr1P1S1,9.9
La1Bi1S0.8Se1.2F0.5O0.5,9.89
K1Fe2As2,9.88
La1Bi1Se1S1F0.5O0.5,9.87
Pb0.58Sn0.58Ti2Se5.16,9.86
Pb1Ta1Se2,9.86
Na0.3Mo1S2,9.86
Na0.4Mo1S2,9.85
Bi1Te1Cl1,9.85
Ga5V2,9.85
Lu0.37Dy0.63Ni2B2C1,9.85
Gd0.004La0.996,9.84
Zr0.8Ni0.2,9.84
La1Ni1As1F0.12O0.88,9.83
Sn0.6Pb0.2In0.2Te1,9.82
La1F0.5Bi1S0.8Se1.2O0.5,9.82
La1F0.5Bi1Se2O0.5,9.82
Bi2K1,9.81
La1Ru4Sb12,9.81
Y2Pd1Ge3,9.8
Ta0.24V0.76,9.8
Ta0.9V0.1,9.8
Sn0.528Pb0.352In0.12Te1,9.8
As1Sn1,9.8
Y4Lu1Rh6Sn18,9.8
Rh0.247Zr0.753,9.8
Ru0.119Zr0.881,9.8
Ag0.1Tl0.9,9.8
Bi2K1,9.8
La1Bi1Se2F0.5O0.5,9.8
Nb0.182Ta0.280Rh0.538,9.8
Zr0.540Ti0.182Ni0.278,9.8
Ru2Th1,9.8
Ru2Th1,9.8
Th1Ir0.4Os1.6,9.8
H0.69Nb0.8Pd0.2,9.8
La0.93Yb0.07,9.8
Sr1,9.8
Sb1,9.8
Nd1Bi1S2F0.3O0.7,9.8
Pd2Hf1Al1,9.8
As2Cd3,9.8
Tl1Ni2Se2,9.8
Li0.34Rb1Ca2Nb3O10,9.8
Li0.46Rb1Ca2Nb3O10,9.8
Na0.75Co0.99Ir0.01H2.6O3.3,9.8
Pb1Mo6Se8,9.8
Si0.108Zr0.892,9.8
Y0.7Gd0.3Rh4B4,9.8
Ta1Pt1Si1,9.8
Ba1Fe1.77Ni0.23As2,9.8
Eu0.5Ce0.5F1Bi1S1.4Se0.6,9.8
Mo0.5Pd0.5,9.8
Mo0.5Pb0.5,9.8
Y0.81Th0.19C2,9.8
Sr1Ga1.3Si0.7,9.8
Ti0.72V0.18Al0.1,9.8
Rb0.2W1O3,9.8
Nd1F0.3Bi1S2O0.7,9.78
Bi3.95Ag0.05S3O4,9.78
Nb0.4Bi2Se3,9.78
Bi2K1,9.77
Li0.46Rb1Ca2Nb3O10,9.76
Na0.24Co1H2.6O3.3,9.75
In1.015Te1,9.75
Y1Ru3Si2,9.75
Y1Ru3.5Si2,9.73
Lu1.86Sc0.14Fe3Si5,9.73
Lu1.86Y0.14Fe3Si5,9.715
Ce1Bi1S2F0.9O0.34,9.71
Nd1Bi1S2F0.3O0.74,9.7
Ba2Bi1.75Sb1.25,9.7
Sn0.7In0.3Te1,9.7
Li0.1Rb1Ca2Nb3O10,9.7
Y0.5Pr0.5Ba2Cu3O6.66,9.7
La1.48Nd0.4Sr0.12Cu1O4,9.7
Li0.34Rb1Ca2Nb3O10,9.7
Sr0.2W1S2,9.7
Na0.3Sb1Ta2S5,9.7
Na0.4H3.6Sb1.16S5.16Ta2O1.8,9.7
As1Ge1,9.7
Cd0.1Tl0.9,9.7
Cr0.025Ti0.975,9.7
Cu0.3La0.7,9.7
Cu1Rh2Se4,9.7
Ir3Y1,9.7
Nb0.9Pd0.1,9.7
Ni0.05Rh0.04Ti0.91,9.7
Os0.05Rh0.04Ti0.91,9.7
Rh0.04Ru0.05Ti0.91,9.7
Rh0.08Ti0.92,9.7
Sn0.1Tl0.9,9.7
As2Sn3,9.7
In1Te1.002,9.67
Ru0.1Ti0.9,9.67
In1Te1.002,9.67
Na2.9Ba4.5Si46,9.65
Na2.9Ba4.5Si46,9.65
Nd1Mo6S8,9.65
Sr1Ga0.74Si1.26,9.65
Tl0.61V6S8,9.64
Hf1Ir1Si1,9.64
Ca1Ga0.74Si1.26,9.62
Sr1Ga0.5Si1.5,9.62
Hf1Ir1Si1,9.62
La1Ru4Sb12,9.62
Ce1Os3B2,9.61
Ce1Ru1.97Co0.03,9.6
Ta0.96W0.04,9.6
Cu1Rh2Se4,9.6
Mo0.121Ti0.878,9.6
Cr0.027Ti0.973,9.6
Y0.96Gd0.04Ru2,9.6
Rh0.005Zr0.995,9.6
La3Rh2Ge2,9.6
Hf1Ir1Si1,9.6
Sr0.2W1S2,9.6
Li3Mo15Se19,9.6
Mo4Re2Te8,9.6
Zr1,9.6
As1Ge1,9.6
Dy5Os4Si15,9.6
La1Ru2Si2,9.6
La0.8Sr0.2Ni1As1O1,9.6
H1Pd1,9.6
Rh15Ir2S15,9.6
C1,9.6
Ba1Pb0.75Sb0.25O3,9.6
Pr0.8Sr0.2Fe0.925Co0.075As1O1,9.6
Y0.95Ca0.05Ba2Cu2.8Zn0.2O6.74,9.6
Bi4S2.85Se0.15O4,9.6
Ir0.77Se2,9.6
Pb0.35Sn0.53In0.12Te1,9.6
La1Fe0.905Zn0.095As1F0.28O0.68,9.6
K1Fe2As2,9.58
K1Fe2As2,9.58
Sn0.8In0.2Te0.7Se0.3,9.58
Bi2.14F0.24S2O0.76,9.55
Pr1Bi1S2F0.5O0.5,9.55
Eu0.5La0.5F1Bi1S1.4Se0.6,9.55
La1Ni1C2,9.54
La1F0.1Bi1S1Se1O0.9,9.54
Nb0.25Bi2Se3,9.54
Ba1Pd2As2,9.53
Ru2Th1,9.53
Zr5Ge2Pt1,9.52
Lu1Os2,9.51
Lu1Os2,9.51
Cu1Th2,9.5
Cu1Rh2Se4,9.5
Mg1C1Ni2.8Ru0.2,9.5
Ca1Fe0.74Co0.26As1F1,9.5
Cu0.057Ti1Se2,9.5
Cu1Rh2Se4,9.5
La2.952Gd0.048In1,9.5
Ru0.445V0.555,9.5
H0.47Nb0.72Pd0.18W0.1,9.5
La1Ni0.75Cu0.25C2,9.5
Ce0.5Nd0.5Bi1S2F0.5O0.5,9.5
La1Bi1Se2F0.5O0.5,9.5
H0.886Pd1,9.5
H0.886Pd1,9.5
Mg1C1Ni2.8Ru0.2,9.5
Co0.340Zr0.660,9.5
Ni0.305Zr0.695,9.5
Mo0.25Nb0.75,9.5
Ru2Th1,9.5
La0.971Ce0.029Sn3,9.5
Mo0.25Nb0.75,9.5
Ba1Ti2Sb1.6Bi0.4O1,9.5
Cr0.72Ru0.28,9.5
Cr0.72Ru0.28,9.5
Pd2Y0.9Dy0.1Sn1,9.5
Zr1Ru1P1,9.5
H0.6Nb0.8Pd0.2,9.5
Ce0.5Nd0.5F0.5Bi1S2O0.5,9.5
Sc1Ir1P1,9.5
Re0.025Ta0.975,9.5
In1Te1,9.5
Al1Cu1,9.5
C1Mo2,9.5
In1Te1,9.5
In0.98Pb0.02,9.5
In0.98Pb0.02,9.5
Sc0.1Y0.9Ir3.6Rh0.4B4,9.49
La0.1Nd0.9Pt2.1B2.4C1.2,9.49
Ca1Al0.4Ga0.6Si1,9.48
In0.17Tl0.83,9.47
Cu0.08Ta1S2,9.46
Ni2P2Sr4Sc2O6,9.46
La1Ni0.8Cu0.2C2,9.45
Ge1.003Rh1,9.45
Bi0.85Sb0.15,9.45
Zr1.3Sc0.7P1.25Se0.75,9.45
Co1Ti2,9.45
Cu1Th2,9.45
Ti0.54V0.36Al0.1,9.45
La0.94Th0.06Ru2,9.43
Mo0.115Ru0.438P0.447,9.42
Y0.7Th0.3C2,9.41
Pr0.86Ce0.14Pt4Ge12,9.41
La1Bi1Se2F0.5O0.5,9.41
Hf1Ir1Si1,9.4
Hg0.048In0.952,9.4
La0.98Nd0.02Pt1Si1,9.4
Dy0.8Tm0.2Ni2B2C1,9.4
In1,9.4
In1.05Te1,9.4
As1Sn1,9.4
Lu0.17Zr0.83B12,9.4
In1,9.4
In1,9.4
In1,9.4
In1,9.4
Na2Rb1C60,9.4
Cd1C1Ni3,9.4
Au0.22La0.78,9.4
B1Zr1,9.4
C1Rh1,9.4
Ce1Pt0.2Ru1.8,9.4
La0.8Lu0.2,9.4
Mo3S1Se3,9.4
Rh0.91Ti0.4W0.05,9.4
C1Hf0.5Mo0.5,9.4
La0.8Lu0.2,9.4
Sn1Mo6Se8,9.4
Na2Rb1C60,9.4
Na2Rb1C60,9.4
Sr1Ga0.55Si1.45,9.39
V0.751Sb0.208Al0.041,9.38
Cu1Co1.98Cr0.02S4,9.35
Cu1Co1.95Cr0.05S4,9.35
Rb0.1Li0.02W1O2.88F0.12,9.34
Sn1V3,9.34
In1,9.33
Yb3Co4.3Sn12.7,9.33
In1,9.31
Sn1Mo6Se8,9.3
H0.51Nb0.8Pd0.2,9.3
Cu0.065Ti1Se2,9.3
Pd2Hf1Al1,9.3
Ni2Nb1Sn1,9.3
La1Pt1Ge1,9.3
In2O3,9.3
Pb1.14Nb2Se5.14,9.3
Zr1Pd2Al1,9.3
K1Fe2As2,9.3
Pb0.42Sn0.42In0.16Te1,9.3
La1Bi1Se2F0.5O0.5,9.3
K1Fe2As2,9.275
K1Fe2As2,9.273
Ba1Fe1.78Ni0.22As2,9.27
Sr3Rh8B6,9.27
Nb0.25Bi2Se3,9.26
Pr1Bi1S2F0.5O0.5,9.26
Ce1Ir3,9.26
La1Ni1C2,9.25
Ru2Th1,9.25
Hg0.004In0.996,9.25
Ir0.435Ta0.565,9.25
In1N1,9.25
