formula,Tc
Bi2Sr2Ca0.8Y0.2Cu2O8,70
Pb0.5Sr2Ca0.5Er0.5Cu2.5O7,70
Tm1Ba1Sr1Cu3O6.94,70
Y1Ba2Cu3.987Fe0.013O8,70
Hg0.6Cr0.4Ba2Cu1O4.1,70
Y0.5Ca0.5Ba1.1La0.9Cu3O7.15,70
Nd1.1Ba1.7Sr0.2Cu3O6.858,70
Sr2Y1Cu3O7.65,70
Ga1Sr2Ca2Cu3O9,70
Ca1La1Ba1Cu3O7,70
Bi2Sr2Ca1Cu2O8.214,70
Sr2Cu1O3.1,70
Sr2Cu1O3.1,70
Tl0.5Pb0.5Sr4Cu2C7O21,70
Tl0.5Pb0.5Sr4Cu2C0.7N0.3O7,70
Tl0.5Pb0.5Sr4Cu2C0.5N0.5O7,70
Bi2Sr2Ca1Cu2O8.218,70
Hg1Ba2Cu1O4.049,70
Pb0.5Tl0.5Sr4Cu2C0.7N0.3O10,70
Pb0.5Tl0.5Sr4Cu2C0.5N0.5O10,70
Sr2Cu1O3.1,70
Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.35,70
La2.5Y0.5Ca1Ba3Cu6.72Fe0.28O16.592,70
Y0.7Ca0.3Ba2Cu2.7Co0.3O6.84,70
Y0.8Pr0.2Ba2Cu3O6.96,70
La1.25Ba1.5Ca0.25Cu3O6.74,70
Y1Ba2Cu3.92Fe0.08O8,70
Y1Ba2Cu3.92Fe0.08O8,70
La1.7Er0.3Ba2Ca0.6Cu4.6O10.92,70
La1.1Yb0.7Ba1.1Ca1.4Cu5O11.692,70
Bi2Sr2Ca1Cu2O8.23,70
Y0.95Ca0.05Ba2Cu3O6.7,70
Y1Ba2Cu3.985Zn0.015O7.95,70
Bi2Sr2Ca0.8Pr0.2Cu2O8.282,70
Y1Ba2Cu3O6.7,70
Tl1Sr2Ca0.6Pr0.4Cu2O7,70
Y1Ba2Cu2.88Ni0.12O7,70
Dy1Ba2Cu2.9Fe0.1O6.84,70
Sm1Ba2Cu2.96Zn0.04O6.83,70
Dy1Ba2Cu2.96Zn0.04O6.9,70
La1.1Ba1.5Ca0.4Cu3O6.97,70
La1.1Ba1.5Ca0.4Cu3O7.17,70
Hg1Ba2Cu1O4.19,70
Bi2Sr2Ca1.2Cu3.22O8,70
Y0.8Pr0.2Ba2Cu3O6.965,70
Y1Ba1.6La0.4Cu3O7.14,70
Y1Ba1.8Cu2.8Co0.2O7.05,70
Y1Ba1.95Cu2.95Co0.05O6.9,70
Y1Ba2Cu2.9Ni0.1O6.93,70
Y1Ba2Cu2.9Ni0.1O6.95,70
Bi2Sr2Ca1Cu2O8.2135,70
Bi2Sr2Ca1Cu2O8.3,70
La1.5Nd0.5Ca1Ba2Cu4.85Mo0.15O11.322,70
La1.5Nd0.5Ca1Ba2Cu4.75Mo0.25O11.143,70
Ba2Ca3Cu4F2O8,70
Sr3Cu2Cl1O5,70
Ga4Mo1,7.98
Nb5Ir1.2Pt1.8O1,7.98
Tm1Ni1.96Fe0.04B2C1,7.97
Sr0.4Eu0.6Fe1.76Co0.24As2,7.97
Pr0.5La0.5Pt4Ge12,7.97
B2Nb0.7,7.96
Ir0.82Rh0.12Se2,7.96
Fe1Se0.82S0.18,7.96
Bi1In1,7.95
Bi0.1Pb0.9,7.95
Lu0.25Sc4.75Ir4Si10,7.95
Er1Rh3.6Ir0.4B4,7.95
Nb1,7.95
Sn0.36Eu0.7Mo6.35S8,7.94
Ca3Rh4Sn13,7.94
Lu2.5Sc2.5Ir4Si10,7.93
Nb80Ga13Co7,7.92
Mo0.8736Zr0.0364B2,7.92
La2.9889Gd0.0111In1,7.92
Pr1Pt4Ge12,7.92
La1Bi1S2F0.5O0.5,7.92
Pr1Pt4Ge12,7.92
N0.99V1,7.91
Pr1Pt4Ge12,7.91
Li2Pd2.85Ni0.15B1,7.91
Pr1Pt4Ge12,7.91
Pr1Pt4Ge12,7.91
Pr1Pt4Ge12,7.91
La1.78Sr0.22Cu0.96Ni0.04O4,7.9
La0.5Th0.5Ni1C2,7.9
La0.5Th0.5Ni1C2,7.9
Mg0.7Al0.3B2,7.9
Tc0.6W0.4,7.9
Nb3Rh0.1Pt0.9,7.9
Ir1Nb1,7.9
Hf1Ta1C1,7.9
Ho0.85Dy0.15Ni2B2C1,7.9
Au0.2Nb0.8,7.9
Lu2.5Sc2.5Ir4Si10,7.9
Er1Th3.4Ru0.6B4,7.9
Pb0.4Yb0.6Mo6Se8,7.9
Y2I1Br1C2,7.9
Ca1Al1Si1,7.9
Mg1C1.5Ni3,7.9
Ir0.375Nb0.625,7.9
Nb3Rh0.1Pt0.9,7.9
V2Zr1,7.9
Gd0.02In1La2.98,7.9
La1.475Nd0.4Sr0.125Cu1O4,7.9
Pr1Pt4Ge12,7.9
Fe1Te0.8S0.2,7.9
Ca2.85Sr0.15Rh4Sn13,7.9
Pb0.9Bi2Te3.8,7.9
Ho0.85Dy0.15Ni2B2C1,7.89
Ca1Al1Si1,7.89
Bi1Sn1,7.88
Tc0.6W0.4,7.88
Tc0.6W0.4,7.88
Lu0.25Sc4.75Ir4Si10,7.87
Pr0.7La0.3Pt4Ge12,7.87
Ta0.52Ti0.48,7.86
Ba0.5K0.5Fe1.7Zn0.3As2,7.86
La1Bi1S2F0.7O0.3,7.86
La1.84Sr0.16Cu0.97Zn0.03O4,7.85
Y0.6Th0.4Ni1C2,7.85
Ga1,7.85
Nb0.803Ta0.197,7.85
Mo1Re4,7.85
Nb25Ti70Ta5,7.85
Nb98.68O1.32,7.85
Fe1.06Se0.14Te0.83,7.85
Lu0.8Er0.2Ru1B2,7.85
Pr1Pt4Ge12,7.85
Pr0.9La0.1Pt4Ge12,7.85
Er0.9Tb0.1Ni2B2C1,7.84
La0.7Nd0.3Pt2.1B2.4C1.2,7.84
Ga1,7.84
H0.05Nb0.95,7.83
V2Zr1,7.83
Pb0.95Sb0.05,7.83
B2Nb1,7.83
Fe1Se0.82,7.83
La1Fe1As0.7P0.3O1,7.83
Nb0.8Ta0.2,7.82
Y0.79Gd0.21Ni2B2C1,7.81
Nb2Sn1C1,7.8
Bi0.23Pb0.77,7.8
In0.8La3Sn0.2,7.8
La3Se4,7.8
Nb0.5Ti0.3V0.2,7.8
Nb0.22Ti0.8,7.8
P1Pb1,7.8
V0.4Zr0.6,7.8
V3Si0.52Ga0.48,7.8
V2.778La0.222Ga1,7.8
Nb80.7Sn1.9Al1.9Ge15.5,7.8
C1Hf0.8Nb0.8,7.8
Ti50V50,7.8
Ti50V50,7.8
Ti50V50,7.8
Ho1Ni2B2C1,7.8
Ho1Ni2B2C1,7.8
Y1Ru1B2,7.8
Er1Rh4B4,7.8
Ca1Al1Si1,7.8
Ca1Al1Si1,7.8
Y1Ru1B2,7.8
Y1Ru1B2,7.8
La3In0.8Sn0.2,7.8
Nb5Si2.4B0.6,7.8
Ca1Al1Si1,7.8
Re3W1,7.8
La1Ru3Si2,7.8
Pb7Bi3,7.8
Pr2Pt3Ge5,7.8
Pr1Pt4Ge12,7.8
Pr1Pt4Ge12,7.8
La1Fe1P1F0.03O0.97,7.8
La1Fe1P1F0.08O0.92,7.8
La1Fe1P1F0.03O0.97,7.8
La1Fe1P1F0.08O0.92,7.8
Pr1Pt4Ge12,7.8
Sr1Pt3P0.8Si0.2,7.8
Y1Ru1B2,7.8
Ba1Fe1.935Ni0.065As2,7.8
Ba1Fe1.935Ni0.065As2,7.8
Tc1,7.79
Nb80Ga18Mn2,7.79
Ti0.64Nb0.1Ta0.26,7.78
Sr0.065Bi2Se3,7.78
Pr0.95Eu0.05Pt4Ge12,7.78
Tc1,7.77
Nb1Se2,7.77
Ho1Ni2B2C1,7.77
Ag1Mo4S5,7.77
Ag1Mo4S5,7.77
Pr1Pt4Ge12,7.77
Y1Ni1.86Co0.14B2C1,7.76
Ba0.91La0.09Fe2As2,7.76
Ca3Rh4Sn13,7.76
Ca2.7Sr0.3Rh4Sn13,7.76
Hf0.36Nb0.62Zr0.02,7.75
Pb0.36Sn0.64,7.75
Li2Pd3B0.95Al0.05,7.75
Fe1Se1,7.75
Lu2Ir3Si4.9Ge0.1,7.74
Ba0.832K0.168Fe2As2,7.74
Ba1Fe2As0.74P1.26,7.73
La1Fe1As0.6P0.4O1,7.73
Ca2.8Co0.2Rh4Sn13,7.73
Tc1,7.71
La1.83Sr0.17Cu0.96Ni0.04O4,7.7
Li2Pd2.94Ni0.06B1,7.7
Ca1Al1Si1,7.7
La0.6Th0.4Ni1C2,7.7
Ag1Mo4S5,7.7
Bi0.07Pb0.93,7.7
O3Rb0.33W1,7.7
C1Mo1,7.7
C1Mo0.5Ta0.5,7.7
Nb25Ti30Zr45,7.7
Nb25Ti40Zr35,7.7
Nb25Ti65Zr10,7.7
Nb25V5Ti70,7.7
V50Ti49Zr1,7.7
Tm1Ni1.96Co0.08B2C1,7.7
Ag1Mo6S8,7.7
Yb3Rh4Sn13,7.7
Ca1Al1Si1,7.7
Y0.75Pr0.25Ni2B2C1,7.7
Ca1Al1Si1,7.7
La2.916Pr0.084Tl1,7.7
Ag1Mo6S8,7.7
V2Zr1,7.7
Ta0.455Zr0.545,7.7
Y1Ru1B2,7.7
Hg0.44Re1O3,7.7
Si1,7.7
Nb4Ni1Si1,7.7
Li2Pd2.4Ni0.6B1,7.69
Mg1C1Ni3,7.69
Nb0.35Ti0.65,7.69
Lu3.5Sc1.5Ir4Si10,7.69
Ca3Ir4Sn13,7.69
Lu1Sc4Ir4Si10,7.68
Ca1Al1Si1,7.67
Li1Fe0.925Co0.075As1,7.66
Ba7Ca1Si46,7.65
Th1Co0.8Ni0.2C2,7.65
Ca2.7Sr0.3Rh4Sn13,7.65
Lu3.5Sc1.5Ir4Si10,7.64
Mg1Co1Ni3,7.63
Mg1C1Ni3,7.63
Mo0.96Ru0.04Ga4,7.63
Mo0.05Nb0.95,7.63
Lu1Sc4Ir4Si10,7.63
La3Se4,7.63
Mo30Re70,7.62
Ce1Bi1S2F0.5O0.5,7.62
Pr0.9Eu0.1Pt4Ge12,7.62
Ca10Pt3.02As18Fe9.98,7.62
Li2B1Pd3,7.61
Er0.95Gd0.05Rh4B4,7.61
Ir0.85Rh0.09Se2,7.61
Ba1Pb0.83Bi0.17O3,7.6
La1.8Sr0.2Cu0.96Ni0.04O4,7.6
Ca0.4Ba1.15La1.45Cu3O7.12,7.6
Li2Pd3B1,7.6
Ho0.75Y0.25Ni2B2C1,7.6
La0.4Th0.6Ni1C2,7.6
Hf1V2,7.6
C0.6Mo4.8Si0.3,7.6
Ga1,7.6
In1Nb3,7.6
Mo0.2Nb0.2Re0.6,7.6
Nb0.97Tc0.03,7.6
Nb0.4Ti0.4V0.2,7.6
Nb0.1Zr0.9,7.6
Tc2Zr1,7.6
Ti0.17V0.5Zr0.33,7.6
Nb3Sn0.39Ge0.61,7.6
C0.6Mo4.8Si3,7.6
Cu3.2Mo6S8,7.6
Ho1Ni2B2C1,7.6
Au0.22Nb0.78,7.6
Nb2S2C1,7.6
La1Ru3Si2,7.6
V0.75Ge0.2375Al0.0125,7.6
La1Ru3.5Si2,7.6
La3Se4,7.6
H15Th4,7.6
H15Th4,7.6
La3Se4,7.6
Y1Ru1B2,7.6
Zr1Ru1P1,7.6
Fe1Se0.92,7.6
La1Fe1As0.9P0.1H0.25O0.75,7.6
Ca2.55Sr0.45Rh4Sn13,7.6
Nb1Rh2B2,7.6
Li2Pd2.85Ni0.15B1,7.58
Zr1.75Sc0.25P1.25Se0.75,7.574
B2Nb0.5,7.56
Co4.95Ga25V70.05,7.56
Er1Rh2.4Ir1.6B4,7.56
Nb25Ti74Ta1,7.55
La2.91Pr0.09Tl1,7.55
La0.6Th0.4Pt4Ge12,7.55
B6Y1,7.55
Lu0.574Dy0.426Ni2B2C1,7.54
Ba1Fe1.83Zn0.08Co0.09As2,7.54
Sr1Pt2.7Pd0.3P1,7.54
Ta0.36Ti0.64,7.53
Lu0.9Ho0.1Ru1B2,7.53
Na1Fe0.92Co0.08As1,7.53
Ti0.42V0.58,7.52
Tc0.5W0.5,7.52
Tc0.5W0.5,7.52
La1Fe1As0.25P0.75O1,7.52
Si0.2V0.8,7.51
Mo0.9216Zr0.0384B2,7.51
Ta0.8Zr0.2B1,7.51
Cs1Sr1Bi0.25Pb0.75O3,7.5
Eu1.85Ce0.15Cu1O4,7.5
La1.475Nd0.4Ba0.125Cu1O4,7.5
Eu1.85Ce0.15Cu1O4,7.5
Pr0.74Gd1.11Ce0.15Cu1O4,7.5
Bi2Sr2Cu1O6,7.5
Li2Pd3B1,7.5
Li2Pd2.85Ni0.15B1,7.5
N1V1,7.5
La1Fe1P1F0.06O0.94,7.5
Cd0.18Pb0.32Sn0.5,7.5
Nb0.8Sn0.2,7.5
O1V3Zr3,7.5
Pd0.1Zr0.9,7.5
Ru1W1,7.5
Zr3V3O1,7.5
V2.67Pd0.33Si1,7.5
V2.79Ce0.21Ga1,7.5
C1Mo0.2Ta0.8,7.5
C1Nb1,7.5
O1V3Zr3,7.5
Pd0.1Zr0.9,7.5
Nb25Ti70Zr5,7.5
Hf1Nb1C1,7.5
Nb25Ti10Zr65,7.5
Nb25Ti20Zr55,7.5
Nb1V50Ti49,7.5
Lu0.6Dy0.4Ni2B2C1,7.5
Ho1Ni2B2C1,7.5
Lu1Ni1.89Co0.22B2C1,7.5
Ba8Ga16Ge30,7.5
Ho1Ni2B2C1,7.5
Mg0.6Zn0.2Al0.2B2,7.5
La1Ru3Si2,7.5
Ti0.6V0.4,7.5
B6Y6,7.5
Mo2B1C1,7.5
Mo3Sb7,7.5
Nb2In1C1,7.5
Ir1Zr2,7.5
Ba1Fe1.856Ni0.144As2,7.5
Sm1Fe0.96Ni0.04As1O1,7.5
B6Y1,7.5
La0.99Y0.01Fe0.995Mn0.005As1F0.11O0.89,7.5
Sr1Pt3P0.6Si0.4,7.5
Ba8Si46,7.5
Ca2.25Sr0.75Rh4Sn13,7.5
W3Al2C1,7.5
Nd0.8Sr0.2Ni1O2,7.5
Fe1Se0.85S0.15,7.5
Ti0.415V0.585,7.49
Ca10Pt3.981Fe9.019As18,7.49
Li2Pd3B0.9Al0.1,7.49
Ir0.19Rh0.75Se2,7.49
Tc1,7.46
Ti0.2V0.8,7.46
Li2Pd3B1,7.46
Pr1Fe0.9Co0.1As0.5P0.5O1,7.46
Ti0.4V0.6,7.46
B2.5Mo1,7.45
In0.5Sn0.5,7.45
Pb0.57Sn0.43,7.45
Re0.88Mo0.12,7.45
Y0.7Th0.3Ni1C2,7.445
Ho0.97La0.03Ni2B2C1,7.44
Zr1Os1P1,7.44
Nb78Ga19Mn3,7.42
Mg1C1Ni2.95Co0.05,7.42
Nb0.8Ta0.2,7.42
Pr0.95Eu0.05Pt4Ge12,7.41
Nb5Ir1Pt2O1,7.41
La1.86Ba0.14Cu1O4,7.4
K0.85Bi1.15O3,7.4
C2Mo3,7.4
Fe0.04Nb0.1Ti0.86,7.4
Nb0.25Ti0.75,7.4
Re6Zr1,7.4
Re6Zr1,7.4
V3Si0.46Ga0.54,7.4
V1.5Nb1.5Sb1,7.4
Nb3Rh0.3Pt0.7,7.4
Re6Zr1,7.4
Nb25Ti74Zr1,7.4
Nb5V50Ti45,7.4
Nb24Ti75Ta1,7.4
Nb25Ti70Mo5,7.4
Nb3Al0.15Ge0.85,7.4
Y0.78Gd0.22Ni2B2C1,7.4
Mg1C1.25Ni3,7.4
Te1,7.4
C1,7.4
Mo0.7Pt0.075Re0.225,7.4
Mo0.65Pt0.1Re0.25,7.4
Er1Ni1.96Fe0.04B2C0.99,7.4
Nb3Rh0.3Pt0.7,7.4
Er1Pb2,7.4
Li2Pd2.7Ni0.3B1,7.4
Ba1Fe1.945Ni0.055As2,7.4
La1Fe1P1O1,7.4
Sr1Fe1.8Ni0.2As2,7.4
Nb1Se2,7.4
Nb1Se2,7.4
Ba1Fe1.924Co0.076As2,7.4
Ba1Fe1.948Mo0.052As2,7.4
Na1Al1Si1,7.4
Zr1Os1P1,7.4
B6Y1,7.4
La1Fe2As2,7.4
H0.985Pd1,7.39
Tm1Ni1.92Fe0.08B2C1,7.39
Ba0.1K0.9Fe2As2,7.39
Fe1Se0.75S0.25,7.39
Bi0.05Pb0.95,7.388
Nb1Se2,7.38
H0.1Nb0.9,7.38
Ca10Pt3.41Fe9.59As18,7.38
Er1Ir2Rh2B4,7.37
H0.983Pd1,7.355
Zr1.7Sc0.3P1.25Se0.75,7.352
Bi0.06Pb0.95,7.35
Bi0.4Sn0.6,7.34
Sc1Ru4B4,7.34
Lu0.9Dy0.1Ru1B2,7.34
Ca2.25Sr0.75Rh4Sn13,7.34
Zr1.85Sc0.15P1.25Se0.75,7.333
Hf1V2H0.5,7.33
Nb0.5Hf0.5N0.98,7.33
Nb98O2,7.33
Er0.46Ho0.54Rh4B4,7.32
La1Fe1P1O1,7.32
Ca2.25Sr0.75Rh4Sn13,7.32
Zr1.6Sc0.4P1.25Se0.75,7.315
Mo64Ru16P20,7.31
Er1Ni1.965Fe0.035B2C1,7.31
Lu0.8Tm0.2Ru1B2,7.31
Ba8Si46,7.31
Hf0.97V0.03B2,7.31
Eu1.85Ce0.15Cu1O3.98,7.3
Nd1.85Ce0.15Cu0.995Co0.005O4,7.3
La1.85Sr0.15Cu0.975Zn0.025O4,7.3
La2Cu0.97Zn0.03O4.1,7.3
Li2Pd2.7Ni0.3B1,7.3
Ca1Al1Si1,7.3
W7Re13C1,7.3
Hf0.025Re0.975,7.3
In0.7Sn0.3,7.3
Nb1Se2,7.3
Rh0.3W0.7,7.3
Nb3Ge0.5Ga0.5,7.3
Nb3Al0.39Ge0.61,7.3
Ga0.5Ge0.5Nb3,7.3
Nb25V25Ti50,7.3
Nb25Ti74Mo1,7.3
Mg1C1.25Ni3,7.3
Mg1C0.978Ni3,7.3
Er1Ni1.96Fe0.04B2C0.99,7.3
Lu0.88Gd0.12Ni2B2C1,7.3
Ti0.4V0.6,7.3
Bi0.8Sn0.2,7.3
W7Re13C1,7.3
Ti2In1N1,7.3
Mg1.2C1.6Ni3,7.3
Ba0.84K0.16Fe2As2,7.3
Bi3La1,7.3
Ta1As1,7.3
Mg1C1Ni2.9Co0.1,7.29
Pb0.9904Sb0.0096,7.29
H0.33Nb0.67,7.28
H00.33Nb0.67,7.28
Lu0.8Tm0.2Ru1B2,7.28
Fe1Te0.75S0.25,7.28
Ba0.8K0.2Fe2As2,7.28
Pr0.85Eu0.15Pt4Ge12,7.28
Pb0.95Sn0.05,7.268
Ag0.15Pb0.975Sn0.01,7.25
Nb0.95W0.05,7.25
Bi1,7.25
K0.05Mo1O1.63,7.25
Zr1.6Lu0.4P1.25Se0.75,7.241
Sb2Te3,7.24
Ir1Zr2,7.23
La1.821Ce0.179Cu1O4,7.225
Pb1,7.22
La1Fe1P1O1,7.22
Bi0.0105Pb0.9895,7.214
Pb0.95Tl0.025Bi0.025,7.214
Pb0.9769Sn0.0231,7.213
Nb0.21Ti0.61Zr0.18,7.21
Er1Ni1.96Fe0.04B2C1,7.21
Ba0.6K0.4Bi0.5Pb0.5O3,7.2
Ba0.8K0.2Bi0.3Pb0.7O3,7.2
Ca1.88Na0.12Cu1Cl2O2,7.2
Ba0.4K0.6Bi1O3,7.2
U0.9Np0.1Co1Ga5,7.2
Ba6Sr2Si46,7.2
La1Ru4P12,7.2
La0.7Th0.3Ni1C2,7.2
Al0.1Be0.9,7.2
Li1Pb1,7.2
Pb1Pt1,7.2
Sb0.25Ti0.75,7.2
Ti0.516V0.484,7.2
Mo3O5,7.2
Nb0.26Re0.74,7.2
V3Si0.4Ge0.6,7.2
Mo3Os1,7.2
Na0.28Pb0.72,7.2
Nb25Ti75,7.2
Nb25Ti50Zr25,7.2
Nb25Ti75,7.2
Nb25Ti75,7.2
La1Ru4P12,7.2
Er1Ni0.973Co0.054B2C1,7.2
Ho1Ni1.998Co0.004B2C1,7.2
Yb3Rh4Sn13,7.2
Sc1Ru4B4,7.2
Mg1Cu1Ni3,7.2
Mg1C1Ni2.8Co0.2,7.2
Mg1C1Ni3,7.2
V3Ga0.7Sn0.3,7.2
Th1.4Sc0.6C3,7.2
Re0.8V0.2,7.2
La1Ru4P12,7.2
Nb1Se2,7.2
Pb1,7.2
Pb1,7.2
Nb1Se2,7.2
Nb1Se2,7.2
Fe1Se0.92,7.2
Nb1Se2,7.2
Ba1Fe2As1.6P0.4,7.2
Sr1Fe1.86Co0.14As2,7.2
La1Ru4P12,7.2
Bi1La1,7.2
Fe1Se0.83S0.17,7.2
Nb1Ir2B2,7.2
Pb1,7.195
La0.1Ce0.9Ru2,7.194
Pb1,7.193
Pb1,7.19
Pb1,7.19
Pb1,7.186
In0.005Pb0.995,7.181
La0.05Ce0.95Ru2,7.181
Mo0.61Ru0.39,7.18
Mo0.61Ru0.39,7.18
Tc0.4W0.6,7.18
La1Fe0.95Ir0.05As1O1,7.18
La1Ru3Si2,7.18
Pb1,7.175
Pb1,7.175
Pb1,7.175
Pb1,7.175
Pb1,7.175
In0.01Pb0.99,7.173
Pb1,7.172
Pb0.9Sn0.1,7.17
Nb1Se2,7.17
Nb0.7Ta0.3,7.17
Pb1,7.17
Rb1Cr3As3,7.17
Ba1Fe1.866Pd0.134As2,7.16
B6Y1,7.15
Nb1Se2,7.15
Nb79.7Sn6.1Al2Ge12.2,7.15
In0.02Pb0.98,7.15
Ti0.2V0.8,7.15
Ti0.6V0.4,7.15
Ga4Mn0.006Mo0.994,7.14
Pb0.9848Tl0.0152,7.135
Hg0.0307Pb0.9693,7.134
Pb1Mo6S1Se7,7.13
Ca1Al1Si1,7.13
Nb1,7.13
Cd0.0263Pb0.9737,7.124
Pb0.9Zn0.1,7.12
Nb0.95V0.05N0.85,7.12
Mg1C1Ni3,7.12
Pr0.9Eu0.1Pt4Ge12,7.12
La2.9579Ce0.0421In1,7.11
Nb1Se2,7.11
La1Bi1S2F0.2O0.8,7.11
In0.0293Pb0.9707,7.109
Nb1Se2,7.1
Mg1C1Ni3,7.1
Nb1Se2,7.1
W7Re13B1,7.1
Li2Pd3B1,7.1
Al0.04Nb0.895O0.06,7.1
B1C1Mo2,7.1
B5Mo1.7Ti0.3,7.1
Si1,7.1
Sn0.65Tl0.35,7.1
Nb20Ti75Ta5,7.1
Nb10V50Ti40,7.1
Tb0.2Er0.8Ni2B2C1,7.1
Ho1Ni2B2C1,7.1
Al0.24Nb0.76,7.1
Nb80Ga17Mn3,7.1
Ho1Ni2B2C1,7.1
Pb0.3Yb0.7Mo6Se8,7.1
Er0.8Tb0.2Ni2B2C1,7.1
Mg1C1Ni2.6Co0.4,7.1
Ba8Si43Ge3,7.1
Mg1C1Ni3,7.1
Th1.2Sc0.8C3,7.1
La1Mo6S8,7.1
Mo6Se5Br3,7.1
Ti0.5V0.5,7.1
Ta0.745Zr0.255,7.1
Ca3Ir4Sn13,7.1
Ca1Al1Si1,7.1
Fe1Se1,7.1
Nd1Fe0.95Rh0.05As1O1,7.1
La1Fe1P1F0.06O0.94,7.1
W7Re13B1,7.1
Ba1Fe1.24Ru0.76As2,7.1
Zr1.75Lu0.25P1.25Se0.75,7.093
In0.05Pb0.95,7.091
Mg1C0.925Ni3,7.09
In0.04Pb0.96,7.075
Ti0.615V0.385,7.07
Ti0.615V0.385,7.07
Mo0.96Co0.04Ga4,7.07
Sr0.065Bi2Se3,7.07
In0.06Pb0.94,7.061
Pb0.96Tl0.04,7.06
Pb0.96Tl0.04,7.06
Pb1Tl0.04,7.06
Pb0.95Tl0.05,7.055
Pb0.28Sn0.72,7.05
Sn1Fe0.05Mo6S8,7.05
Nb1.01Se2,7.05
Pr0.8Sr0.2Fe0.95Co0.05As1O1,7.05
B12Li1.7,7.05
Hf1V1.85Fe0.15,7.04
In0.087Pb0.913,7.035
La2C2Br2,7.03
Sc0.5V0.5,7.03
In0.08Pb0.92,7.025
Nb1Se2,7.02
Pr1.85Ce0.15Cu0.993Ni0.007O4.065,7.02
La2.96Ce0.04In1,7.01
Bi2Se3,7.01
Nb1Se2,7.007
Nb1Se2,7.007
La1.869Ba0.131Cu0.99Ni0.01O4,7
Bi2Ca2.5Eu0.5Cu2O8.31,7
La1.8Sr0.2Cu0.96Ni0.04O4,7
Ba6C60,7
Sr2Cu1C0.96B0.04O5,7
Ge0.3Cu0.7Sr2Ca3Cu4O11.05,7
Bi2Sr2Cu1O6.175,7
Ba0.34K0.66Bi1O3,7
Ba0.34K0.66Bi1O3,7
Ru1Sr1.94La0.06Eu1Cu2O8,7
Ba6C60,7
Ba8Ge42Co4,7
La1Ru4P12,7
B5Mo1.7Ta0.3,7
B5Nb1.8Th0.2,7
Bi0.45Pb0.55,7
Bi0.6Sn0.4,7
C3Er0.8Th1.2,7
Co1Zr2,7
Mo0.6Ru0.4,7
Nb1Se2,7
Nb0.93Tc0.07,7
Re1,7
Rh0.33Ta0.66,7
Rh0.4Zr0.6,7
Sn1V3,7
Ti0.6V0.4,7
Mo0.6Ru0.4,7
Al0.25Nb0.75,7
C1Hf0.25Nb0.75,7
Ca1Pb1,7
V50Ti45Zr5,7
Y1Ni1.9Ru0.1B2C1,7
La1Ru4P12,7
La1Os1Ru3P12,7
La1Os2Ru2P12,7
Nb1Se2,7
La1Ru4P12,7
La1Ru3Os1P12,7
La1Ru2Os2P12,7
Mg1C1Ni3,7
Na2Cs0.75C60,7
Ba6C60,7
Ba6C60,7
C70,7
Mo3P1,7
Mg1C1Ni3,7
Y2I0.75Br1.25C2,7
Ge5La1,7
Mg1C1Ni3,7
Mo3P1,7
Mg1C0.977Ni3,7
Mg1C1Ni3,7
Mg0.6Al0.4B2,7
Y1Fe4P12,7
Y1Fe4P12,7
V0.65Ge0.1Al0.25,7
Ho1Ni1.99Fe0.01B2C1,7
Nb1Se2.2,7
Th1.2Er0.8C3,7
Lu3Si5,7
Na1Al1Si1,7
Li2Pd3B1,7
Sr1,7
La1Mo6S8,7
Li2Pd2.7Ni0.3B1,7
Ba1Pt3Au1Ge12,7
Na0.9Fe1As1,7
Fe1Se0.8,7
La1Fe1As0.8P0.2O1,7
La0.9Y0.1Fe1As1F0.1O0.9,7
La1Fe1As1F0.055O0.945,7
Sr1Fe1.6Pt0.4As2,7
Ba0.4K0.6O3,7
Sr1Fe1.5Ru0.5As2,7
Ca3Ir4Sn13,7
Ba0.1K0.9Fe2As2,7
Fe1Se0.93,7
Sn0.05Fe1Se0.93,7
Sn0.1Fe1Se0.93,7
Au0.1Sb0.9,7
Nb0.6Al0.08N0.79O0.21,7
Ti0.7V0.3,7
Ca3Ir4Sn13,7
Ba0.833K0.167Fe2As2,7
Sr1Pt3P0.4Si0.6,7
La1Ru2As2,7
Te2W1,7
Bi2Te3,7
Nb1Se2,7
Ba1Re1H9,7
Sn3Y1,7
Sr3Ir4Sn13,7
Nb1C1,7
Na1Al1Si1,7
Bi1.7Pb0.3Sr2Ca0.8Y0.2Cu2O8,69.7
Y1Ba2Cu2.9Ni0.1O6.88,69.5
Y0.9Ca0.1Ba2Cu2.9Co0.1O6.84,69.5
Bi1.4Pb0.6Sr2Ca1.6Ga0.4Cu3O7,69.4
Bi2Sr2Ca1Cu2O8,69.4
Y1Ba2Cu2.835Fe0.165O6.98,69.3
Sm1Ba2Cu4O8,69.3
Sm1Ba2Cu4O8,69.3
Ca0.3Ba1.45La1.25Cu3O7.12,69.3
Y1Ba2Cu3O6.78,69.2
Y1Ba2Cu3O6.8,69.2
Y1Ba1Sr1Cu2.9Sn0.1O7,69.1
Sr2Ca1Cu2F1O5,69.1
Bi2.2Sr1.72La0.08Ca1Cu2O8,69.1
Nd1Ba2Cu3S1O6,69
Y1Ba2Cu2.73Fe0.27O7.1,69
Nd1.3Ba1.7Cu3O7,69
